docid,url
575,https://www.trthaber.com/haber/koronavirus-rehberi/mesleki-egitim-merkezleri-olgunlasma-enstituleri-ve-halk-egitim-merkezlerinde-alinmasi-gereken-onlemler-492901.html
576,https://www.aa.com.tr/tr/dunya/italyada-kovid-19dan-olenlerin-sayisi-128-bini-gecti/2317030?_escaped_fragment_=
577,https://www.trthaber.com/haber/koronavirus-rehberi/giyim-sus-esyasi-pazarlarinda-alinmasi-gereken-onlemler-492894.html
578,https://www.trthaber.com/haber/koronavirus-rehberi/millet-kiraathanelerinde-alinmasi-gereken-onlemler-492878.html
579,https://www.aa.com.tr/tr/search/?s=%C4%B0talya'da%20Kovid-19%20Salg%C4%B1n%C4%B1&tag=1
580,https://www.trthaber.com/haber/koronavirus-rehberi/hamam-sauna-buhar-odasi-kapali-havuz-ve-jakuzilerde-alinmasi-gereken-onlemler-492130.html
581,https://www.aa.com.tr/tr/dunya/pfizer-kovid-19-asisina-iliskin-2021-satis-tahminini-33-5-milyar-dolara-yukseltti/2317031?_escaped_fragment_=
582,https://www.trthaber.com/haber/koronavirus-rehberi/kaplicalarda-alinmasi-gereken-onlemler-492123.html
583,https://www.aa.com.tr/tr/search/?s=a%C5%9F%C4%B1&tag=1
584,https://www.trthaber.com/haber/koronavirus-rehberi/oren-yerlerinde-alinmasi-gereken-onlemler-491989.html
585,https://www.aa.com.tr/tr/dunya/ingiltere-kovid-19-asisinin-iki-dozunu-yaptiran-ab-ve-abd-vatandaslarina-karantinayi-kaldiriyor/2316936?_escaped_fragment_=
586,https://www.trthaber.com/haber/koronavirus-rehberi/muzelerde-alinmasi-gereken-onlemler-491979.html
587,https://www.trthaber.com/haber/koronavirus-rehberi/genclik-ve-spor-bakanligina-bagli-genclik-merkezlerinde-alinmasi-gereken-onlemler-491126.html
588,https://www.trthaber.com/haber/koronavirus-rehberi/genclik-ve-spor-bakanligina-bagli-kamplarda-alinmasi-gereken-onlemler-491081.html
589,https://www.aa.com.tr/tr/search/?s=yeni%20tip%20koronavir%C3%BCs%20(Kovid-19)&tag=1
590,https://www.trthaber.com/haber/koronavirus-rehberi/dernek-lokallerinde-alinmasi-gereken-onlemler-490840.html
591,https://www.trthaber.com/haber/koronavirus-rehberi/kutuphanelerde-alinmasi-gereken-onlemler-490819.html
592,https://www.trthaber.com/haber/koronavirus-rehberi/yurume-alanlarinda-alinmasi-gereken-onlemler-490815.html
593,https://www.trthaber.com/haber/koronavirus-rehberi/plaj-ve-yuzme-alanlarinda-alinmasi-gereken-onlemler-489584.html
594,https://www.trthaber.com/haber/koronavirus-rehberi/2.sayfa.html
595,https://www.aa.com.tr/tr/dunya/abdde-son-24-saatte-304-kisi-kovid-19-nedeniyle-hayatini-kaybetti/2316891
596,https://www.trthaber.com/haber/koronavirus-rehberi/3.sayfa.html
597,https://www.aa.com.tr/tr/dunya/biontech-pfizer-3uncu-doz-asi-delta-varyantina-karsi-onemli-olcude-koruma-sagliyor/2316907?_escaped_fragment_=
598,https://www.aa.com.tr/tr/search/?s=BioNTech-Pfize&tag=1
599,https://www.aa.com.tr/tr/dunya/italyada-kovid-19-kaynakli-olumlerin-yuzde-99unu-asilamasi-tamamlanmayanlar-olusturuyor/2316883?_escaped_fragment_=
600,https://www.aa.com.tr/tr/search/?s=Kovid-19%20a%C5%9F%C4%B1s%C4%B1&tag=1
601,https://www.aa.com.tr/tr/dunya/kuzey-kore-lideri-kim-kovid-19un-yol-actigi-zorluklari-kore-savasinda-yasananlara-benzetti/2316821?_escaped_fragment_=
602,https://www.aa.com.tr/tr/search/?s=Kore%20Sava%C5%9F%C4%B1&tag=1
603,https://www.aa.com.tr/tr/kategori-sayfasi-manset/koronavirus-hakkinda-bilinmesi-gerekenler/1761694?_escaped_fragment_=
604,https://www.aa.com.tr/tr/kategori-sayfasi-manset/adan-zye-kovid-19-rehberi/1777116?_escaped_fragment_=
605,https://www.aa.com.tr/tr/analiz/20-soruda-yeni-koronavirus-salgini/1720256
606,https://www.aa.com.tr/tr/koronavirus/koronavirus-bilim-kurulu-uyesi-prof-dr-sener-vatandaslari-asi-olmaya-cagirdi/2316517
607,https://www.aa.com.tr/tr/gundem/turkiyenin-koronavirusle-mucadelesinde-son-24-saatte-yasananlar/2316100
608,https://www.aa.com.tr/tr/koronavirus/turkiyede-19-bin-761-kisinin-kovid-19-testi-pozitif-cikti-51-kisi-hayatini-kaybetti/2315949
609,https://www.trthaber.com/haber/saglik/turkiyede-cocuklarin-yuzde-98i-asilandi-598121.html
610,https://www.aa.com.tr/tr/analiz/koronavirus-salgini-kuresel-ekonomiyi-tehdit-ediyor/1729262
611,https://www.aa.com.tr/tr/gundem/duzcede-asi-kampanyasi-muhtarlarla-baslatildi/2315850
612,https://www.trthaber.com/haber/saglik/hepatit-b-gorulme-sikligi-100-binde-1in-altina-dustu-598108.html
613,https://www.aa.com.tr/tr/dunya/dunya-genelinde-3-milyar-930-milyon-dozdan-fazla-kovid-19-asisi-yapildi/2315643
614,https://www.trthaber.com/haber/saglik/27-temmuz-koronavirus-tablosu-aciklandi-bugunku-vaka-sayisi-598063.html
615,https://www.aa.com.tr/tr/dunya/dunya-genelinde-3-milyar-970-milyon-dozdan-fazla-kovid-19-asisi-yapildi/2316740?_escaped_fragment_=
616,https://www.aa.com.tr/tr/kategori-sayfasi-manset/koronavirus-yayilma-haritasi/1756685?_escaped_fragment_=
617,https://www.trthaber.com/haber/saglik/biontech-sitma-asisi-uretecek-597887.html
618,https://www.aa.com.tr/tr/analiz/cin-in-koronavirus-salgini-ile-imtihani/1730497
619,https://www.trthaber.com/haber/saglik/25-temmuz-koronavirus-tablosu-aciklandi-bugunku-vaka-sayisi-597625.html
620,https://www.aa.com.tr/tr/analiz/koronavirus-kuresel-ekonominin-yeni-siyah-kugu-su-mu/1731812
621,https://www.aa.com.tr/tr/analiz/kuresel-ticarette-koronavirus-etkileri-hissediliyor/1737107
622,https://www.aa.com.tr/tr/analiz/cinde-devrimin-basladigi-kentte-devrimin-partisi-sorgulaniyor/1738168
623,https://www.trthaber.com/haber/saglik/prof-dr-akhan-vaka-artisi-devam-ederse-4-dalganin-yasanmasi-muhtemel-597144.html
624,https://www.aa.com.tr/tr/analiz/kuresel-ticarette-5-trilyon-dolarlik-koronavirus-tedirginligi/1740416
625,https://www.trthaber.com/haber/koronavirus/dunyada-3-milyar-690-milyon-dozdan-fazla-asi-yapildi-596842.html
626,https://www.aa.com.tr/tr/analiz/merkez-bankalari-politikalarina-koronavirus-ayari/1742927
627,https://www.trthaber.com/haber/saglik/virusu-atlatanlarin-sikayetleriyle-ilgili-ilk-veriler-596782.html
628,https://www.aa.com.tr/tr/analiz/koronavirus-salgini-cin-e-alternatif-olarak-turkiye-yi-on-plana-cikariyor/1744259
629,https://www.aa.com.tr/tr/analiz/koronavirus-salgininda-guncel-durum-ve-gelecek-tahminleri/1746687
630,https://www.aa.com.tr/tr/analiz/kuresel-buyume-koronavirus-tehdidi-altinda/1753991
631,https://www.trthaber.com/haber/turkiye/asilama-bayramda-da-devam-edecek-596546.html
632,https://www.trthaber.com/haber/gundem/saglik-bakanligi-hayvanlardan-insanlara-gecen-hastaliklara-karsi-uyardi-596505.html
633,https://www.trthaber.com/haber/saglik/2-bin-700-metrede-asi-seferberligi-596423.html
634,https://www.trthaber.com/haber/saglik/16-temmuz-koronavirus-tablosu-aciklandi-bugunku-vaka-sayisi-596259.html
635,https://www.trthaber.com/haber/saglik/dso-2020de-rutin-asilarini-kaciran-cocuklar-23-milyona-ulasti-595950.html
636,https://www.trthaber.com/haber/saglik/2.sayfa.html
637,https://www.trthaber.com/haber/saglik/3.sayfa.html
638,https://www.trthaber.com/haber/saglik/367.sayfa.html
639,https://www.trthaber.com/haber/spor/stadyuma-giris-sartlari-aciklandi-598257.html
640,https://www.trthaber.com/haber/dunya/guney-korede-rekor-vaka-sayisi-598171.html
641,https://www.trthaber.com/haber/turkiye/randevusuz-asi-uygulamasi-ilgi-goruyor-598149.html
642,https://www.trthaber.com/haber/dunya/almanyada-covid-19-vakalari-son-7-haftanin-en-yuksek-seviyesinde-598146.html
643,https://www.trthaber.com/haber/dunya/italyada-koronavirusten-olenlerin-yaklasik-yuzde-99u-asisi-tam-olmayanlar-598144.html
644,https://www.trthaber.com/haber/gundem/en-az-bir-doz-asi-yaptiranlarin-sayisi-40-milyonu-gecti-598132.html
645,https://www.trthaber.com/haber/dunya/abd-ingiltereye-seyahat-yasagini-uzatti-598125.html
646,https://www.trthaber.com/haber/dunya/afrikada-koronavirus-krizi-vakalar-artiyor-asilama-kritik-seviyede-dusuk-598111.html
647,https://www.trthaber.com/haber/dunya/sidney-ve-taylandda-koronavirus-alarmi-598112.html
648,https://www.trthaber.com/haber/turkiye/vaka-sayilari-artiyor-istanbulda-4-dalga-tehlikesi-598117.html
649,https://www.trthaber.com/haber/dunya/los-angelesta-tum-calisanlara-asi-zorunlulugu-geliyor-598107.html
650,https://www.trthaber.com/haber/turkiye/asi-olanlara-cekilisle-bisiklet-verilecek-598093.html
651,https://www.trthaber.com/haber/spor/2020-tokyo-olimpiyatlarinda-vaka-sayisi-169a-yukseldi-598060.html
652,https://www.trthaber.com/haber/gundem/bakan-selcuk-il-milli-egitim-mudurleriyle-gorustu-598023.html
653,https://www.trthaber.com/etiket/koronavirus/sayfa-2/
654,https://www.trthaber.com/etiket/koronavirus/sayfa-3/
655,https://www.trthaber.com/etiket/koronavirus/sayfa-293/
656,https://www.trthaber.com/haber/dunya/dsoden-cine-bu-kez-seffaf-ol-cagrisi-596154.html
657,https://www.trthaber.com/haber/dunya/afrikada-450-bin-doz-covid-19-asisi-imha-edildi-596134.html
658,https://www.trthaber.com/haber/dunya/tokyo-olimpiyatlarinda-koronavirus-vaka-sayisi-yukseliyor-596764.html
659,https://www.trthaber.com/haber/gundem/bakan-koca-aktif-vakalarin-yuzde-87si-asisi-tamamlanmayanlar-598239.html
660,https://tr.wikipedia.org/wiki/Bula%C5%9F%C4%B1c%C4%B1_hastal%C4%B1k
661,https://tr.wikipedia.org/wiki/%C3%96zel:SayfayaBa%C4%9Flant%C4%B1lar/Tart%C4%B1%C5%9Fma:COVID-19
662,https://tr.wikipedia.org/wiki/Vikiproje:T%C4%B1p/COVID-19_pandemisi_g%C3%B6rev_g%C3%BCc%C3%BC
663,https://www.dw.com/tr/bilim-insanlar%C4%B1na-g%C3%B6re-a%C5%9F%C4%B1-mutasyon-%C3%BCzerinde-de-etkili-olacak/a-56005831
664,https://www.dw.com/tr/ingilterenin-d%C4%B1%C5%9F-d%C3%BCnyayla-ba%C4%9Flant%C4%B1s%C4%B1-kesiliyor/a-56004806
665,https://www.dw.com/tr/avrupa-delta-varyant%C4%B1na-kar%C5%9F%C4%B1-tetikte/a-57854003
666,https://www.dw.com/tr/almanyada-delta-varyant%C4%B1-endi%C5%9Fesi/a-57978718
667,https://www.dw.com/tr/hindistan-ikinci-dalga-sebebiyle-yasta/g-57401980
668,https://www.dw.com/tr/almanyadan-a%C5%9F%C4%B1-geli%C5%9Ftiren-%C5%9Firketlere-750-milyon-euroluk-destek/a-54936758
669,https://www.dw.com/tr/rki-almanyada-birden-fazla-korona-a%C5%9F%C4%B1s%C4%B1-bulunabilir/a-54943556
670,https://www.dw.com/tr/almanyada-hem%C5%9Fire-ve-hasta-bak%C4%B1c%C4%B1lara-korona-ikramiyesi/a-54948703
671,https://tr.wikipedia.org/wiki/Kategori:COVID-19_g%C3%B6rev_g%C3%BCc%C3%BC_sayfalar%C4%B1
672,https://www.dw.com/tr/avrupada-korona-protestolar%C4%B1-yeniden-y%C3%BCkseli%C5%9Fte/a-58632911
673,https://www.dw.com/tr/avustralyada-korona-protestosu-%C3%A7ok-say%C4%B1da-g%C3%B6zalt%C4%B1/a-58623115
674,https://www.dw.com/tr/braun-g%C3%BCnl%C3%BCk-vaka-100-bin-olabilir/a-58635540
675,https://www.bbc.com/turkce/haberler-dunya-53730962
676,https://www.bbc.com/turkce/haberler-dunya-51927581
677,https://www.bbc.com/turkce/haberler-dunya-55722731
678,https://www.bbc.com/turkce/topics/c6vzy693319t
679,https://www.bbc.com/turkce/topics/czpxgxkn59kt
680,https://www.bbc.com/turkce/haberler-dunya-57849118
681,https://www.bbc.com/turkce/haberler-turkiye-57351971
682,https://www.bbc.com/turkce/haberler-dunya-56845914
683,https://www.bbc.com/turkce/haberler-dunya-57807624
684,https://www.bbc.com/turkce/haberler-dunya-57800531
685,https://www.bbc.com/turkce/haberler-dunya-57765765
686,https://www.bbc.com/turkce/haberler-turkiye-56679143
687,https://www.bbc.com/turkce/haberler-turkiye-56671128
688,https://www.bbc.com/turkce/haberler-turkiye-56673457
689,https://www.bbc.com/turkce/haberler-turkiye-51832978
690,https://www.bbc.com/turkce/haberler-dunya-51815676
691,https://www.bbc.com/turkce/haberler-dunya-51815967
692,https://www.bbc.com/turkce/haberler-dunya-51719684
693,https://www.bbc.com/turkce/haberler-dunya-57889259
694,https://www.bbc.com/turkce/haberler-dunya-57445042
695,https://www.bbc.com/turkce/haberler-dunya-57637260
696,https://www.bbc.com/turkce/haberler-dunya-56191283
697,https://www.bbc.com/turkce/haberler-dunya-51613989
698,https://www.bbc.com/turkce/haberler-dunya-57650537
699,https://www.bbc.com/turkce/haberler-turkiye-52326477
700,https://www.bbc.com/turkce/haberler-dunya-53471910
701,https://www.bbc.com/turkce/haberler-dunya-52347710
702,https://www.bbc.com/turkce/haberler-dunya-55172316
703,https://www.bbc.com/turkce/haberler-dunya-55092070
704,https://www.bbc.com/turkce/haberler-dunya-51596795
705,https://www.bbc.com/turkce/haberler-dunya-57768381
706,https://www.bbc.com/turkce/haberler-turkiye-54249054
707,https://www.bbc.com/turkce/haberler-dunya-51527364
708,https://www.bbc.com/turkce/haberler-turkiye-51603963
709,https://www.bbc.com/turkce/haberler-dunya-51603957
710,https://www.bbc.com/turkce/haberler-dunya-57995465
711,https://www.bbc.com/turkce/haberler-57979511
712,https://www.bbc.com/turkce/haberler-dunya-57969686
713,https://www.bbc.com/turkce/haberler-dunya-57965582
714,https://www.bbc.com/turkce/haberler-dunya-57960940
715,https://www.bbc.com/turkce/topics/ck0r47pk362t/page/2
716,https://www.bbc.com/turkce/topics/ck0r47pk362t/page/100
717,https://www.bbc.com/turkce/haberler-dunya-55162850
718,https://www.bbc.com/turkce/haberler-dunya-57886071
719,https://www.bbc.com/turkce/haberler-dunya-57736520
720,https://www.bbc.com/turkce/haberler-dunya-56524289
721,https://www.bbc.com/turkce/haberler-dunya-56060643
722,https://www.bbc.com/turkce/haberler-dunya-57758492
723,https://www.bbc.com/turkce/haberler-turkiye-55720089
724,https://www.bbc.com/turkce/haberler-dunya-57325593
725,https://www.bbc.com/turkce/haberler-dunya-55158618
726,https://www.bbc.com/turkce/haberler-dunya-56009031
727,https://www.bbc.com/turkce/haberler-57649660
728,https://tr.euronews.com/2021/07/28/yerli-covid-19-as-s-turkovac-n-cin-in-sinovac-as-s-ndan-daha-etkili-oldugu-iddia-edildi
729,https://tr.euronews.com/2021/07/28/turkiye-de-ve-dunyada-as-kars-tl-g-ne-durumda
730,https://www.bbc.com/turkce/haberler-dunya-57307063
731,https://www.bbc.com/turkce/haberler-dunya-57923543
732,https://tr.euronews.com/2021/07/28/pfizer-y-ll-k-sat-s-tahminini-33-5-milyar-dolar-olarak-duyurdu-delta-varyant-icin-yeni-as-
733,https://www.bbc.com/turkce/haberler-dunya-57905157
734,https://tr.euronews.com/2021/07/28/delta-varyant-ne-kadar-bulas-c-as-lar-varyanta-kars-etkili-mi
735,https://tr.euronews.com/next/2021/07/28/turkiye-de-17-23-temmuz-aras-illere-gore-haftal-k-covid-19-vaka-say-s-ac-kland
736,https://www.bbc.com/turkce/haberler-turkiye-57875268
737,https://www.bbc.com/turkce/haberler-turkiye-57684323
738,https://tr.euronews.com/2021/07/28/suudi-arabistan-turkiye-nin-de-oldugu-k-rm-z-listedeki-ulkelere-gidenlere-3-y-l-seyahat-ya
739,https://www.bbc.com/turkce/haberler-dunya-56025069
740,https://www.bbc.com/turkce/haberler-turkiye-57726056
741,https://tr.euronews.com/2021/07/27/imf-dunya-ekonomik-gorunum-raporu-nu-guncelledi-turkiye-nin-buyume-tahmini-dustu
742,https://tr.euronews.com/2021/07/27/ab-de-yetiskin-nufusun-yuzde-70-i-en-az-bir-doz-as-oldu
743,https://tr.euronews.com/2021/07/27/sinovac-n-gelistirdigi-coronavac-as-s-n-n-etkinligi-ne-kadar-suruyor
744,https://tr.euronews.com/2021/07/26/dso-avrupa-direktoru-covid-19-en-cok-okul-cag-ndakilerin-ak-l-sagl-g-n-etkiledi
745,https://tr.euronews.com/2021/07/27/abd-de-delta-varyant-endisesi-artt-uluslararas-seyahat-k-s-tlamalar-surecek
746,https://tr.euronews.com/2021/07/26/macron-dan-as-kars-tlar-na-tepki-sorumluluk-olmadan-ozgurluk-olmaz
747,https://tr.euronews.com/2021/07/26/cin-de-covid-19-ocak-ay-ndan-bu-yana-en-yuksek-vaka-say-s-kaydedildi
748,https://tr.euronews.com/2021/07/25/covid-19-vakalarinin-arttigi-tunus-ta-protestolar-erken-secim-cagrisi-yapildi
749,https://tr.euronews.com/2021/07/25/fransiz-senatosu-tartismali-covid-19-yasa-tasarisini-degisikliklerle-kabul-etti
750,https://tr.euronews.com/2021/07/25/kuba-da-iktidar-kars-t-eylemlere-kat-lan-60-kisi-hakk-nda-dava-ac-ld
751,https://tr.euronews.com/2021/07/24/saglik-bakani-koca-asi-ve-tedbirle-yeniden-mucadeleye-donelim
752,https://tr.euronews.com/2021/07/24/fransa-ve-italya-da-on-binler-as-kart-uygulamas-n-protesto-etti
753,https://tr.euronews.com/2021/07/24/meksika-da-arkeolojik-kesiflere-covid-19-engeli-aztek-donemi-eserler-geri-gomuldu
754,https://tr.euronews.com/2021/07/24/covid-19-salg-n-na-kars-rusya-kuba-ya-abd-ise-gurcistan-a-yard-m-gonderdi
755,https://tr.euronews.com/2021/07/24/avrupa-da-covid-19-delta-varyant-vakalar-artt-k-s-tlamalar-geri-geliyor
756,https://tr.euronews.com/2021/07/24/dso-avrupa-da-koronavirus-vakalar-n-n-yuzde-68-i-delta-varyant-kaynakl
757,https://tr.euronews.com/2021/07/23/turkiye-de-gunluk-koronavirus-vaka-say-s-2-ay-aradan-sonra-yeniden-10-binin-uzerinde
758,https://tr.euronews.com/2021/07/23/h-rvatistan-adriyatik-k-y-lar-nda-turizm-sezonunda-covid-19-a-kars-tedbirleri-art-r-yor
759,https://tr.euronews.com/2021/07/23/fransa-bilim-kurulu-covid-sonras-normal-hayat-2023-ten-once-olmayabilir-yeni-varyant-c-kab
760,https://tr.euronews.com/2021/07/19/pfizer-biontech-in-2-doz-as-s-sonras-gorulen-yan-etkiler-neler
761,https://tr.euronews.com/2021/06/15/delta-hint-varyant-klasik-covid-19-semptomlar-ndan-farkl-belirtiler-gosteriyor
762,https://tr.euronews.com/2021/06/22/hangi-ulkede-kac-kisiye-covid-19-as-s-yap-ld
763,https://tr.euronews.com/2020/12/28/vuhan-da-covid-19-salg-n-n-dunyaya-duyuran-cinli-gazeteciye-4-y-l-hapis-cezas-verildi
764,https://tr.euronews.com/2021/02/06/koronavirusu-ilk-o-duyurdu-hapse-at-ld-virusten-oldu-li-venliang-olum-y-l-donumunde-an-l-y
765,https://tr.euronews.com/2020/08/20/cin-wuhan-daki-havuz-partisi-koronavirus-salg-n-na-kars-stratejik-zaferdir
766,https://tr.euronews.com/2021/06/07/moderna-ab-ve-kanada-daki-genclere-yonelik-covid-19-as-s-icin-onay-istedi
767,https://tr.euronews.com/tag/corona-virusu
768,https://tr.euronews.com/tag/koronavirus-covid-19-nedir-
769,https://tr.euronews.com/2021/01/29/dunya-sagl-k-orgutu-ekibi-covid-19-un-yay-ld-g-vuhan-da-saha-cal-smas-na-baslad
770,https://tr.euronews.com/2021/01/31/31-ocak-covid-19-tablosu-6-bin-562-yeni-vaka-128-kisi-hayat-n-kaybetti
771,https://tr.euronews.com/2021/01/31/nufusunun-3-te-birini-as-layan-israil-filistin-e-5-bin-doz-koronavirus-as-s-gondermeyi-kab
772,https://tr.euronews.com/2021/07/20/ingiltere-de-ozgurluk-gunu-nde-as-kars-t-protesto-11-kisi-gozalt-na-al-nd
773,https://tr.euronews.com/2021/07/19/covid-19-sebebiyle-arafat-dag-nda-sadece-suudi-ve-2-doz-as-yapt-ran-hac-adaylar-dua-edebil
774,https://tr.euronews.com/2020/04/03/koronavirus-nedir-corona-virus-nasil-teshis-covid-19-salgin-belirtiler-turkiye-onlemler
775,https://tr.euronews.com/2020/05/14/covid-19-sozlugu-yeni-tip-koronavirus-icin-kullanilan-terimler-pandemi-endemik-epidemi
776,https://tr.euronews.com/2021/01/01/dunya-yeni-y-l-evde-kutlad-covid-19-un-yay-lma-noktas-vuhan-da-ise-sokakta
777,https://tr.euronews.com/2020/12/29/vuhan-da-covid-19-a-yakalanan-kisi-say-s-resmi-vakalardan-10-kat-daha-yuksek-arast-rma
778,https://tr.euronews.com/2021/01/20/israil-pfizer-biontech-as-s-n-n-tek-dozu-belirtilenden-daha-az-etkili
779,https://tr.euronews.com/2021/01/18/cin-de-dondurmada-koronavirus-tespit-edildi
780,https://tr.euronews.com/2021/01/16/norvec-covid-19-as-s-n-n-yasl-lar-ve-zay-f-bunyeli-hastalardaki-olumcul-etkisi-konusunda-u
781,https://tr.euronews.com/2021/07/23/covid-19-as-lar-n-tam-olanlar-vakalardaki-art-s-nedeniyle-yeniden-maske-takmaya-baslamal-m
782,https://tr.euronews.com/2021/07/23/israil-turkiye-nin-de-aralar-nda-oldugu-dort-ulkeye-seyahat-yasag-getirmeye-haz-rlan-yor
783,https://tr.euronews.com/2021/07/23/arast-rma-koronavirus-nedeniyle-dunya-genelinde-1-5-milyon-cocuk-yetim-kald
784,https://tr.euronews.com/2021/07/22/ilk-kez-brezilya-da-gorulen-covid-19-un-gamma-varyant-na-rusya-da-da-rastland
785,https://tr.euronews.com/2021/07/22/yunanistan-da-as-zorunluluguna-tepki-gosteren-halk-polisle-cat-st
786,https://tr.euronews.com/2021/07/20/arast-rma-hindistan-da-milyonlarca-kisi-covid-19-dan-olmus-olabilir
787,https://tr.euronews.com/2021/07/20/iran-da-covid-19-vakalar-nedeniyle-tam-kapanma-karar-halk-kurban-bayram-n-evinde-gecirecek
788,https://tr.euronews.com/2021/07/19/turkiye-de-son-24-saatte-7-bin-667-kisinin-covid-19-testi-pozitif-c-kt-50-kisi-hayat-n-kay
789,https://tr.euronews.com/2021/07/19/pfizer-biontech-as-s-75-yas-uzeri-kisilerde-kalp-krizi-riskini-art-r-yor-mu
790,https://tr.euronews.com/2021/07/18/tokyo-olimpiyat-koyu-nde-iki-sporcu-da-covid-19-tespit-edildi
791,https://tr.euronews.com/2021/07/17/hac-adaylar-covid-19-onlemleri-golgesinde-kabe-de-ilk-tavaflar-n-yapmaya-baslad
792,https://tr.euronews.com/2021/07/16/ab-ulkelerinde-nufusun-yaklas-k-yar-s-en-az-2-doz-yuzde-65-i-ise-en-az-1-doz-as-oldu
793,https://tr.euronews.com/2021/07/16/dunya-sagl-k-orgutu-koronavirusun-laboratuvar-s-z-nt-s-oldugu-teorisini-yok-saymak-icin-er
794,https://tr.euronews.com/2021/07/15/turkiye-de-covid-19-son-24-saatte-7-binin-uzerinde-vaka-tespit-edildi-48-kisi-hayat-n-kayb
795,https://tr.euronews.com/2021/07/15/dso-den-afrika-ya-as-cagr-s-hiv-virusu-tas-yanlar-covid-19-dan-daha-ag-r-etkileniyor
796,https://tr.euronews.com/2021/07/11/kabil-yonetiminden-avrupa-ya-cagr-afgan-s-g-nmac-lar-s-n-r-d-s-etmeyin
797,https://tr.euronews.com/2021/07/11/belcika-da-covid-19-dan-olen-90-yas-ndaki-hastan-n-iki-farkl-varyanta-yakaland-g-ortaya-c-
798,https://tr.euronews.com/2021/07/10/covid-19-paris-teki-4-bin-kisilik-deneme-konserinde-enfeksiyon-art-s-gorulmedi
799,https://tr.euronews.com/2021/07/09/pfizer-as-m-z-delta-varyant-na-kars-etkili-3-doz-icin-abd-li-yetkililerden-onay-bekliyoruz
800,https://tr.euronews.com/2021/07/07/turkiye-dahil-32-ulkede-gorulen-lambda-varyant-nedir-belirtileri-neler
801,https://tr.euronews.com/2021/07/06/turkiye-de-covid-19-tablosu-5-bin-299-kisinin-testi-pozitif-37-can-kayb-881-bin-755-as
802,https://tr.euronews.com/2021/07/06/delta-dan-sonra-delta-plus-koronavirusun-yeni-varyantlar-hakk-nda-bilinenler
803,https://tr.euronews.com/2021/07/28/bakan-koca-as-olmam-z-sart-2-doz-as-olmadan-bag-s-kl-k-elde-edilemiyor
804,https://tr.euronews.com/tag/koronavirus?p=1
805,https://tr.euronews.com/tag/koronavirus?p=2
806,https://tr.euronews.com/tag/koronavirus?p=3
807,https://tr.euronews.com/tag/koronavirus?p=4
808,https://tr.euronews.com/tag/koronavirus?p=117
809,https://tr.euronews.com/2021/07/23/yeni-koronavirus-varyantlar-as-l-kisileri-endiselendirmeli-mi
810,https://tr.euronews.com/2021/07/23/turkiye-de-illere-gore-her-100-bin-kisiye-dusen-haftal-k-vaka-say-s-kac
811,https://tr.euronews.com/2021/07/22/cekyal-dort-olimpiyat-atleti-covid-19-a-yakaland-basbakan-babis-skandal-dedi
812,https://tr.euronews.com/2021/07/22/avrupa-ilac-ajans-j-j-nin-covid-19-as-s-n-n-yan-etkilerine-guillain-barre-sendromu-nu-ekle
813,https://tr.euronews.com/tag/covid-19?p=1
814,https://tr.euronews.com/tag/covid-19?p=2
815,https://tr.euronews.com/tag/covid-19?p=3
816,https://tr.euronews.com/tag/covid-19?p=4
817,https://tr.euronews.com/tag/covid-19?p=142
818,https://tr.euronews.com/2021/07/10/rusya-da-covid-19-nedeniyle-bir-gunde-752-kisi-hayat-n-kaybetti
819,https://tr.euronews.com/2021/07/10/moderna-ve-pfizer-as-lar-kalp-kas-iltihab-na-yol-ac-yor-ancak-faydalar-risklerinden-daha-f
820,https://tr.euronews.com/2021/07/07/sinpagur-sinovac-as-s-n-delta-varyant-na-kars-etkisi-bilinmediginden-as-say-s-ndan-dusurdu
821,https://tr.euronews.com/2021/07/05/ingiltere-basbakan-johnson-dan-normallesme-ac-klamas-halk-koronavirusle-yasamay-ogrenmeli
822,https://tr.euronews.com/2021/06/28/yunanistan-da-covid-19-as-s-olan-genclere-tesvik-150-euroluk-harcama-kart
823,https://tr.euronews.com/2021/06/28/normallesme-plan-yapan-ingiltere-de-yeni-covid-19-vaka-say-s-son-5-ay-n-zirvesinde
824,https://tr.euronews.com/2021/06/27/ucuncu-dalganin-esigindeki-guney-afrika-cumhuriyeti-nde-covid-19-onlemlerinde-seviye-yukse
825,https://tr.euronews.com/2021/06/27/ab-zirvesi-sonrasi-covid-19-testi-pozitif-cikan-luksemburg-basbakani-bettel-karantinada
826,https://tr.euronews.com/2021/06/24/covid-19-vakalar-n-n-yukseliste-oldugu-rusya-dan-turkiye-ye-gelenler-icin-hangi-sartlar-is
827,https://tr.euronews.com/2021/06/24/covid-19-delta-varyant-n-n-goruldugu-sidney-de-vaka-say-s-n-n-artmas-endise-yaratt
828,https://tr.euronews.com/2021/06/21/tokyo-olimpiyat-oyunlar-nda-covid-19-uyar-lar-na-ragmen-10-bin-seyirciye-izin-verilecek
829,https://tr.euronews.com/2021/06/18/bm-kuresel-yerinden-edilenlerin-say-s-82-milyonla-rekor-k-rd-turkiye-ev-sahipliginde-ilk-s
830,https://tr.euronews.com/2021/06/14/novovax-n-gelistirdigi-covid-19-as-s-n-n-yuzde-90-etkili-oldugu-ac-kland
831,https://tr.euronews.com/2021/06/14/iran-yerli-covid-19-as-s-coviran-bereket-in-acil-kullan-m-na-izin-verdi
